reg_id,reg_name
HOUSA000142433520,MS-J-LYNN COLPORTR-P-RED-ET
HOUSA000069703294,VIADUCT SANCHEZ FRUITLOOP
HOUSA000138206660,DALUGE REGGIE FRANKY
HOUSA000065512284,SUNNYSIDE TITAN PROMOTE
HOUSA000142296189,KEY-VALLEY SHOUT CONNER
HOUSA000063954812,ILAND-ACRE LOU MARS-ET
HOUSA000064881202,TRUE-BLUE SECOND CHANCE-ET
HOUSA000064881196,TRUE-BLUE SANDY 285-ET
HOUSA000065395086,GREENLEA AD MIGHTY-RED
HOUSA000062632925,WILLOWLIND RUSTY REDMAN-RED
HOUSA000070096183,WARGO-ACRES MERCADE-ET
HOUSA000070906380,WILDVALE SPACESHIP HOSS
HOUSA000070239956,CC NEPTUNE ADVENT NICK R-95
HOUSA000062590830,QUARRY-HEIGHTS POP PAUL
HOUSA000069321264,RED-BRAE PRONTO RANDALL
HOUSA000065483387,DANANN 303 T-TIME 5216-RED
HOUSA000070341888,MR REDLINER SAM-RED
HOUSA000142772113,GEHRING BRAXTON RAMI
HOUSA000141658588,RAISBECK PEDRO CARUSO
HOUSA000141761457,KLATTVIEW SID RANDY-ET
HOUSA000141156965,BLUE-COLLAR ROYAL
HOUSA000063283546,DOSE 3159 LANCE BEN-RED
HOUSA000142207011,SPURLEY-GIRL LEON JAZZI
HOUSA000142197323,GRAN-J PAEDER ARCHIE-RED
HOUSA000142328480,BUTTERCUP-A MASSEY 9
HOUSA000140286458,VAN-DYK LIG ARMSTRONG LIG
HOUSA000070504853,KEN-CHRIS APOLLO GUTLESS
HOUSA000069261543,RIDGEVILLE ROSS GEORGE
HOUSA000070134885,BRICHRIS JONAH TEDDY
HOUSA000141940674,BUTTERCUP-AZ ASHTON 18
HOUSA000062294261,LANGS-TWIN-B BOOMER-ET
HOUSA000066000602,STONE-FRONT JASPER PRIMO-ET
HOUSA000065512331,SUNNYSIDE LARRY SANCHEZ
HOUSA000065580696,BADGER BRET 3260-ET 9828-TW
HOUSA000065744719,WELCOME ALTAEVEN-ET
HOUSA000071637229,ANY-DAY DIRECTOR TRE-RED-ET
HOUSA000064291649,FIVE-STAR REG. 3743-RED
HOUSA000071800436,WEST-SPRINGS BLACKCOLA 3072
HOUSA000139265963,MEYERVILLA TORNADO-RED-ET
