reg_id,inbreeding
HOUSA000066111414,7.8
HO840003004886597,5.17
HOUSA000068597387,6.44
HO840003004886569,4.11
HOUSA000066762609,5.74
HOUSA000064519104,5.52
HOUSA000066079396,5.34
HOUSA000065866624,5.41
HOUSA000066275183,6.05
HOUSA000068656197,5.17
HOUSA000070918119,6.33
HOUSA000064881202,6.64
HOUSA000064881207,5.37
HOUSA000064881196,7.25
HOUSA000071640131,6.81
HO840003011816231,5.78
HOUSA000072009092,9.06
HOUSA000070096183,6.29
HOUSA000069093130,6.28
HOUSA000070710943,6.04
HOUSA000140767450,6.66
HOUSA000072615124,6.42
HOUSA000142207011,4.19
HOUSA000072435027,6.99
HOUSA000071577477,8.41
HOUSA000072619848,8.86
HOUSA000071336943,8.45
HOUSA000065744719,5.62
MSUSA000000429893,4.16
HOUSA000070668109,6.11
HOUSA000064291649,3.13
HO840003125982813,8.19
